serie,fecha,conjunto,viajeros
total,2009-01-01,train,149944.02934517286
total,2009-02-01,train,127303.6922033775
total,2009-03-01,train,158795.67381860284
total,2009-04-01,train,172013.46769401644
total,2009-05-01,train,124559.52435069307
total,2009-06-01,train,151442.80337827274
total,2009-07-01,train,137616.9517422195
total,2009-08-01,train,179344.0418037644
total,2009-09-01,train,132791.13353560158
total,2009-10-01,train,153153.6097868689
total,2009-11-01,train,173623.2729586916
total,2009-12-01,train,219594.65119713946
total,2010-01-01,train,162333.26551165638
total,2010-02-01,train,132527.46022602476
total,2010-03-01,train,163351.09275954103
total,2010-04-01,train,170870.90530317114
total,2010-05-01,train,141291.6089476861
total,2010-06-01,train,155468.9470746268
total,2010-07-01,train,199667.83285998116
total,2010-08-01,train,183931.0306162957
total,2010-09-01,train,130760.34969839198
total,2010-10-01,train,157632.1243212268
total,2010-11-01,train,179538.33569674406
total,2010-12-01,train,227411.04636668903
total,2011-01-01,train,169708.55722701532
total,2011-02-01,train,139869.86559086668
total,2011-03-01,train,169957.79100865728
total,2011-04-01,train,191655.76499508988
total,2011-05-01,train,145923.54778125993
total,2011-06-01,train,163014.46872590488
total,2011-07-01,train,200521.00470178176
total,2011-08-01,train,174775.49370458006
total,2011-09-01,train,141183.83971974195
total,2011-10-01,train,152049.08059590787
total,2011-11-01,train,187320.0779012438
total,2011-12-01,train,243735.11067073603
total,2012-01-01,train,177125.95776830107
total,2012-02-01,train,147819.44219831316
total,2012-03-01,train,186237.2082521481
total,2012-04-01,train,182891.2362626656
total,2012-05-01,train,152137.5120438028
total,2012-06-01,train,173240.56422688224
total,2012-07-01,train,199340.37067282858
total,2012-08-01,train,170666.4032403826
total,2012-09-01,train,147847.52798648953
total,2012-10-01,train,167995.4374967636
total,2012-11-01,train,195400.06831855708
total,2012-12-01,train,238839.75250727762
total,2013-01-01,train,170858.696535424
total,2013-02-01,train,140163.89946159555
total,2013-03-01,train,217092.5553629627
total,2013-04-01,train,179526.03722270243
total,2013-05-01,train,179243.65691496403
total,2013-06-01,train,197164.99485562296
total,2013-07-01,train,211596.0172646677
total,2013-08-01,train,197150.9391696579
total,2013-09-01,train,163867.0618713466
total,2013-10-01,train,167624.46888297104
total,2013-11-01,train,202965.0230046185
total,2013-12-01,train,262449.4019393584
total,2014-01-01,train,219460.3466763904
total,2014-02-01,train,173476.24586474686
total,2014-03-01,train,200137.3302226692
total,2014-04-01,train,229359.1331489176
total,2014-05-01,train,190264.56475260793
total,2014-06-01,train,200093.47330128693
total,2014-07-01,train,237558.594805903
total,2014-08-01,train,225101.63196751618
total,2014-09-01,train,187684.78059355926
total,2014-10-01,train,223650.87089512649
total,2014-11-01,train,248017.60998571018
total,2014-12-01,train,325372.73464960407
total,2015-01-01,train,244120.9512092014
total,2015-02-01,train,197207.24754449064
total,2015-03-01,train,249587.40803931904
total,2015-04-01,train,247561.50812161784
total,2015-05-01,train,226414.60772244775
total,2015-06-01,train,245382.68691700848
total,2015-07-01,train,253035.1771321548
total,2015-08-01,train,245666.15541175148
total,2015-09-01,train,206700.77080266396
total,2015-10-01,train,227800.2788234454
total,2015-11-01,train,245184.0101002201
total,2015-12-01,train,329225.2385317896
total,2016-01-01,train,262106.6293521066
total,2016-02-01,train,214638.7297908925
total,2016-03-01,train,322030.33266050776
total,2016-04-01,train,211444.92035013388
total,2016-05-01,train,223932.92774985195
total,2016-06-01,train,226287.2952819879
total,2016-07-01,train,269012.23955853493
total,2016-08-01,train,258799.92772352407
total,2016-09-01,train,186819.30831740008
total,2016-10-01,train,249121.26446227162
total,2016-11-01,train,251531.9805278988
total,2016-12-01,train,321301.18866569793
total,2017-01-01,train,259641.60794906894
total,2017-02-01,train,233718.22885076454
total,2017-03-01,train,294444.4751136086
total,2017-04-01,train,377828.7289698364
total,2017-05-01,train,243741.78519639446
total,2017-06-01,train,247853.40796743412
total,2017-07-01,train,291574.27301642345
total,2017-08-01,train,274293.5932154499
total,2017-09-01,train,213696.60197929587
total,2017-10-01,train,239055.67001993404
total,2017-11-01,train,275693.4157893119
total,2017-12-01,train,356109.498921525
total,2018-01-01,train,303819.2179742683
total,2018-02-01,train,251666.99157049917
total,2018-03-01,train,393020.78296043223
total,2018-04-01,train,308239.861353772
total,2018-05-01,train,277750.0821155593
total,2018-06-01,train,311280.3505085109
total,2018-07-01,train,337300.58994755434
total,2018-08-01,train,352316.5717399916
total,2018-09-01,train,272777.06846753834
total,2018-10-01,train,282172.2126978078
total,2018-11-01,train,309687.6366610493
total,2018-12-01,train,393729.4913142119
total,2019-01-01,train,357645.7498163418
total,2019-02-01,train,285350.9076318986
total,2019-03-01,train,359757.99034261284
total,2019-04-01,train,388538.5481624975
total,2019-05-01,train,299297.3401131451
total,2019-06-01,train,333161.55536598404
total,2019-07-01,train,365333.6909719392
total,2019-08-01,train,365512.75428666285
total,2019-09-01,train,298250.07724295655
total,2019-10-01,train,294503.99136425246
total,2019-11-01,train,335783.9260785361
total,2019-12-01,train,449114.0705001674
total,2020-01-01,train,388222.6026616116
total,2020-02-01,train,317917.9765175921
total,2020-03-01,train,155415.5760920644
total,2020-04-01,train,10039.0
total,2020-05-01,train,9779.0
total,2020-06-01,train,11817.0
total,2020-07-01,train,13484.0
total,2020-08-01,train,15357.0
total,2020-09-01,train,12572.49268292683
total,2020-10-01,train,16680.78434895513
total,2020-11-01,train,52865.0
total,2020-12-01,train,55620.0
total,2021-01-01,train,89960.0
total,2021-02-01,train,52605.0
total,2021-03-01,train,85017.39633341735
total,2021-04-01,test,59743.1902214643
total,2021-05-01,test,73873.0
total,2021-06-01,test,95146.0
total,2021-07-01,test,97594.66433359256
total,2021-08-01,test,72327.0
total,2021-09-01,test,67022.99999999996
total,2021-10-01,test,83528.0
total,2021-11-01,test,98578.0
total,2021-12-01,test,223569.1278011966
total,2022-01-01,test,134303.0
total,2022-02-01,test,193903.6
total,2022-03-01,test,227886.0
total,2022-04-01,test,292648.0
total,2022-05-01,test,260013.0
total,2022-06-01,test,269366.0
total,2022-07-01,test,306246.0
total,2022-08-01,test,297602.0
total,2022-09-01,test,246464.0
total,2022-10-01,test,281938.0
total,2022-11-01,test,318693.0
total,2022-12-01,test,400266.0
total,2023-01-01,test,258166.18821264658
total,2023-02-01,test,198751.85766927942
total,2023-03-01,test,251839.50267324003
total,2023-04-01,test,283179.2556557847
total,2023-05-01,test,213191.03891840694
total,2023-06-01,test,224580.17382775573
total,2023-07-01,test,257626.95044792976
total,2023-08-01,test,264514.08794636687
total,2023-09-01,test,218486.4781049799
total,2023-10-01,test,164499.38846570507
total,2023-11-01,test,255894.27623440052
total,2023-12-01,test,327097.61316611955
total,2024-01-01,test,292731.86680673156
total,2024-02-01,test,265990.67321318097
total,2024-03-01,test,322310.39400228957
total,2024-04-01,test,240988.81729405138
total,2024-05-01,test,238807.9548151027
total,2024-06-01,test,234781.22686199367
total,2024-07-01,test,266974.95506929053
total,2024-08-01,test,282101.83101094456
total,2024-09-01,test,215658.8098341591
total,2024-10-01,test,249665.70083733913
total,2024-11-01,test,302674.076910829
total,2024-12-01,test,361749.6884796847
total,2025-01-01,test,289543.5982553855
total,2025-02-01,test,254428.88643334268
total,2025-03-01,test,278538.25098417036
total,2025-04-01,test,300287.6910735994
total,2025-05-01,test,247981.9259720942
total,2025-06-01,test,254190.0961535216
total,2025-07-01,test,283388.6987866118
total,2025-08-01,test,293780.5243930469
total,2025-09-01,test,218069.51122057904
total,2025-10-01,test,255920.93232213068
total,2025-11-01,test,310585.52010717517
total,2025-12-01,test,365573.0218067979
total,2026-01-01,test,300664.07527322107
total,2026-02-01,test,236844.11361811563
total,2026-03-01,test,291160.36570034793
total,2026-04-01,test,260951.04561236833
total,2026-05-01,test,241312.29525905842
total,2026-06-01,test,245687.58097717003
region_america_central,2009-01-01,train,93848.08764638269
region_america_central,2009-02-01,train,73988.38726361323
region_america_central,2009-03-01,train,96398.15089958302
region_america_central,2009-04-01,train,114286.68210111491
region_america_central,2009-05-01,train,83304.46991481968
region_america_central,2009-06-01,train,95701.16345514706
region_america_central,2009-07-01,train,96269.46908603169
region_america_central,2009-08-01,train,125733.14353015932
region_america_central,2009-09-01,train,98025.43176153029
region_america_central,2009-10-01,train,111261.15331887046
region_america_central,2009-11-01,train,125806.13586866151
region_america_central,2009-12-01,train,157418.3972692784
region_america_central,2010-01-01,train,106483.00864475268
region_america_central,2010-02-01,train,81072.35634648062
region_america_central,2010-03-01,train,95843.31992274322
region_america_central,2010-04-01,train,119646.12130044593
region_america_central,2010-05-01,train,97354.13690504673
region_america_central,2010-06-01,train,99435.3180438589
region_america_central,2010-07-01,train,125130.32973600173
region_america_central,2010-08-01,train,127001.82976361034
region_america_central,2010-09-01,train,95456.26841146746
region_america_central,2010-10-01,train,114303.65364534994
region_america_central,2010-11-01,train,129744.65774227306
region_america_central,2010-12-01,train,166536.38986866781
region_america_central,2011-01-01,train,115145.08491200685
region_america_central,2011-02-01,train,88483.13519497334
region_america_central,2011-03-01,train,111569.58910726917
region_america_central,2011-04-01,train,138143.3940879542
region_america_central,2011-05-01,train,102170.69393194425
region_america_central,2011-06-01,train,108360.53593042374
region_america_central,2011-07-01,train,131289.94151871614
region_america_central,2011-08-01,train,124097.07098620424
region_america_central,2011-09-01,train,105097.67675853525
region_america_central,2011-10-01,train,110734.98800635971
region_america_central,2011-11-01,train,136002.00359961748
region_america_central,2011-12-01,train,181883.34268717706
region_america_central,2012-01-01,train,122214.34001954578
region_america_central,2012-02-01,train,93819.68012200746
region_america_central,2012-03-01,train,122296.00249908665
region_america_central,2012-04-01,train,132244.41918745663
region_america_central,2012-05-01,train,105871.61299981305
region_america_central,2012-06-01,train,112976.84376978572
region_america_central,2012-07-01,train,129027.92988085591
region_america_central,2012-08-01,train,119927.49277007497
region_america_central,2012-09-01,train,109162.6607248607
region_america_central,2012-10-01,train,122678.05912848748
region_america_central,2012-11-01,train,140790.3067351314
region_america_central,2012-12-01,train,169915.19576479474
region_america_central,2013-01-01,train,114928.74041598607
region_america_central,2013-02-01,train,85722.28016658731
region_america_central,2013-03-01,train,146822.4160904498
region_america_central,2013-04-01,train,127787.30788467008
region_america_central,2013-05-01,train,130523.20483401864
region_america_central,2013-06-01,train,132740.34480074816
region_america_central,2013-07-01,train,137555.7589169652
region_america_central,2013-08-01,train,141829.5591873795
region_america_central,2013-09-01,train,124275.23640795665
region_america_central,2013-10-01,train,120207.06656201315
region_america_central,2013-11-01,train,145363.06099637237
region_america_central,2013-12-01,train,192030.9442146995
region_america_central,2014-01-01,train,155004.11886466408
region_america_central,2014-02-01,train,113013.19120402806
region_america_central,2014-03-01,train,128988.10570149668
region_america_central,2014-04-01,train,165710.43832628604
region_america_central,2014-05-01,train,135521.2386593173
region_america_central,2014-06-01,train,134941.00196309466
region_america_central,2014-07-01,train,162582.84589978974
region_america_central,2014-08-01,train,164237.67883810677
region_america_central,2014-09-01,train,144345.0918924419
region_america_central,2014-10-01,train,170965.76141273646
region_america_central,2014-11-01,train,187794.5418497074
region_america_central,2014-12-01,train,249672.1901061336
region_america_central,2015-01-01,train,177363.789305937
region_america_central,2015-02-01,train,132327.29557642978
region_america_central,2015-03-01,train,172026.6485562247
region_america_central,2015-04-01,train,184946.43581212885
region_america_central,2015-05-01,train,169508.94081668655
region_america_central,2015-06-01,train,173969.44256763888
region_america_central,2015-07-01,train,176548.67229525387
region_america_central,2015-08-01,train,182715.76114240257
region_america_central,2015-09-01,train,159367.91214107058
region_america_central,2015-10-01,train,172803.78183515833
region_america_central,2015-11-01,train,180825.69110129538
region_america_central,2015-12-01,train,250276.65700783863
region_america_central,2016-01-01,train,192937.115527317
region_america_central,2016-02-01,train,147150.87814481193
region_america_central,2016-03-01,train,238870.44667783802
region_america_central,2016-04-01,train,157651.36618051215
region_america_central,2016-05-01,train,169370.96893511314
region_america_central,2016-06-01,train,159050.22385501658
region_america_central,2016-07-01,train,188728.40315524102
region_america_central,2016-08-01,train,200565.55700648308
region_america_central,2016-09-01,train,143338.3982360568
region_america_central,2016-10-01,train,194543.07647134515
region_america_central,2016-11-01,train,191532.65548609028
region_america_central,2016-12-01,train,262265.6604966652
region_america_central,2017-01-01,train,197417.31572475474
region_america_central,2017-02-01,train,166979.10573019806
region_america_central,2017-03-01,train,219075.70534685743
region_america_central,2017-04-01,train,309634.008422462
region_america_central,2017-05-01,train,189615.35754693896
region_america_central,2017-06-01,train,177782.05194330736
region_america_central,2017-07-01,train,202947.73817983808
region_america_central,2017-08-01,train,210649.62302464846
region_america_central,2017-09-01,train,166138.01439936445
region_america_central,2017-10-01,train,180227.87774458498
region_america_central,2017-11-01,train,209690.9267201701
region_america_central,2017-12-01,train,277928.6630660552
region_america_central,2018-01-01,train,229847.23340657077
region_america_central,2018-02-01,train,185100.07677973848
region_america_central,2018-03-01,train,308231.15638934495
region_america_central,2018-04-01,train,244258.98755994975
region_america_central,2018-05-01,train,216959.07423047256
region_america_central,2018-06-01,train,234902.6045682296
region_america_central,2018-07-01,train,248852.39995325293
region_america_central,2018-08-01,train,280768.6206049612
region_america_central,2018-09-01,train,222892.34701733154
region_america_central,2018-10-01,train,218947.531641446
region_america_central,2018-11-01,train,234351.36219900285
region_america_central,2018-12-01,train,301254.13414134795
region_america_central,2019-01-01,train,281061.70492855995
region_america_central,2019-02-01,train,215845.97483533187
region_america_central,2019-03-01,train,278723.46848
region_america_central,2019-04-01,train,316516.9999999992
region_america_central,2019-05-01,train,235948.99999999924
region_america_central,2019-06-01,train,253202.99999999886
region_america_central,2019-07-01,train,274104.24383442267
region_america_central,2019-08-01,train,293027.99999999977
region_america_central,2019-09-01,train,247174.99999999942
region_america_central,2019-10-01,train,232198.9999999987
region_america_central,2019-11-01,train,260704.00000000247
region_america_central,2019-12-01,train,359173.0000000001
region_america_central,2020-01-01,train,307939.5517241379
region_america_central,2020-02-01,train,239370.0
region_america_central,2020-03-01,train,121339.25
region_america_central,2020-04-01,train,10039.0
region_america_central,2020-05-01,train,9779.0
region_america_central,2020-06-01,train,11817.0
region_america_central,2020-07-01,train,13484.0
region_america_central,2020-08-01,train,15357.0
region_america_central,2020-09-01,train,11220.49268292683
region_america_central,2020-10-01,train,14208.773559687135
region_america_central,2020-11-01,train,36164.0
region_america_central,2020-12-01,train,39679.0
region_america_central,2021-01-01,train,71529.0
region_america_central,2021-02-01,train,42917.0
region_america_central,2021-03-01,train,53656.37897633462
region_america_central,2021-04-01,test,37903.0
region_america_central,2021-05-01,test,49645.0
region_america_central,2021-06-01,test,60745.0
region_america_central,2021-07-01,test,64960.0
region_america_central,2021-08-01,test,51192.0
region_america_central,2021-09-01,test,48794.0
region_america_central,2021-10-01,test,59170.0
region_america_central,2021-11-01,test,64724.0
region_america_central,2021-12-01,test,149703.0
region_america_central,2022-01-01,test,86499.0
region_america_central,2022-02-01,test,146716.6
region_america_central,2022-03-01,test,163872.0
region_america_central,2022-04-01,test,223294.0
region_america_central,2022-05-01,test,198203.0
region_america_central,2022-06-01,test,198702.0
region_america_central,2022-07-01,test,231554.0
region_america_central,2022-08-01,test,232241.0
region_america_central,2022-09-01,test,195304.0
region_america_central,2022-10-01,test,218504.0
region_america_central,2022-11-01,test,244172.0
region_america_central,2022-12-01,test,310516.0
region_america_central,2023-01-01,test,178469.32493866165
region_america_central,2023-02-01,test,119271.23096515842
region_america_central,2023-03-01,test,153935.42964046483
region_america_central,2023-04-01,test,198941.59208471162
region_america_central,2023-05-01,test,138774.22764908767
region_america_central,2023-06-01,test,135248.71404810695
region_america_central,2023-07-01,test,166137.9578242136
region_america_central,2023-08-01,test,182500.9684217889
region_america_central,2023-09-01,test,154869.7513074363
region_america_central,2023-10-01,test,109570.68390564105
region_america_central,2023-11-01,test,167001.90696512978
region_america_central,2023-12-01,test,221296.68974899902
region_america_central,2024-01-01,test,197656.39235007428
region_america_central,2024-02-01,test,160647.301921617
region_america_central,2024-03-01,test,206697.74679208134
region_america_central,2024-04-01,test,152614.55714114258
region_america_central,2024-05-01,test,152267.11845642317
region_america_central,2024-06-01,test,130714.24281410879
region_america_central,2024-07-01,test,157324.79808869044
region_america_central,2024-08-01,test,191992.30000509688
region_america_central,2024-09-01,test,151186.9140386449
region_america_central,2024-10-01,test,170604.37848348546
region_america_central,2024-11-01,test,201390.66899286208
region_america_central,2024-12-01,test,242238.76669915067
region_america_central,2025-01-01,test,187170.21490193796
region_america_central,2025-02-01,test,155564.88401069562
region_america_central,2025-03-01,test,167729.99481481058
region_america_central,2025-04-01,test,203524.058390878
region_america_central,2025-05-01,test,160973.28389823987
region_america_central,2025-06-01,test,155037.64178094812
region_america_central,2025-07-01,test,165620.43786941576
region_america_central,2025-08-01,test,199695.16911306878
region_america_central,2025-09-01,test,154323.22999085515
region_america_central,2025-10-01,test,168768.28081863796
region_america_central,2025-11-01,test,194775.19206550196
region_america_central,2025-12-01,test,230511.15194255428
region_america_central,2026-01-01,test,188957.17965209973
region_america_central,2026-02-01,test,129776.30345186002
region_america_central,2026-03-01,test,157705.69437418517
region_america_central,2026-04-01,test,157872.58450827387
region_america_central,2026-05-01,test,146233.21372086005
region_america_central,2026-06-01,test,146093.47989936126
region_america_norte,2009-01-01,train,36033.941698790186
region_america_norte,2009-02-01,train,33970.304939764275
region_america_norte,2009-03-01,train,41482.52291901983
region_america_norte,2009-04-01,train,39595.78559290153
region_america_norte,2009-05-01,train,29239.054435873386
region_america_norte,2009-06-01,train,42017.63992312568
region_america_norte,2009-07-01,train,29178.482656187807
region_america_norte,2009-08-01,train,36449.89827360508
region_america_norte,2009-09-01,train,22160.70177407129
region_america_norte,2009-10-01,train,27973.456467998454
region_america_norte,2009-11-01,train,30074.137090030097
region_america_norte,2009-12-01,train,46425.25392786106
region_america_norte,2010-01-01,train,37862.25686690369
region_america_norte,2010-02-01,train,33685.103879544135
region_america_norte,2010-03-01,train,48435.772836797805
region_america_norte,2010-04-01,train,34912.7840027252
region_america_norte,2010-05-01,train,30032.47204263936
region_america_norte,2010-06-01,train,42844.6290307679
region_america_norte,2010-07-01,train,54110.503123979426
region_america_norte,2010-08-01,train,37421.200852685346
region_america_norte,2010-09-01,train,21925.081286924524
region_america_norte,2010-10-01,train,27855.470675876837
region_america_norte,2010-11-01,train,31066.677954471008
region_america_norte,2010-12-01,train,44218.65649802123
region_america_norte,2011-01-01,train,35403.47231500847
region_america_norte,2011-02-01,train,32746.73039589335
region_america_norte,2011-03-01,train,39814.20190138811
region_america_norte,2011-04-01,train,37249.370907135686
region_america_norte,2011-05-01,train,30125.85384931567
region_america_norte,2011-06-01,train,41325.93279548117
region_america_norte,2011-07-01,train,51321.06318306561
region_america_norte,2011-08-01,train,33741.422718375834
region_america_norte,2011-09-01,train,23078.162961206715
region_america_norte,2011-10-01,train,26427.092589548163
region_america_norte,2011-11-01,train,31803.074301626315
region_america_norte,2011-12-01,train,45546.767983558966
region_america_norte,2012-01-01,train,36525.61774875529
region_america_norte,2012-02-01,train,35615.76207630571
region_america_norte,2012-03-01,train,44971.20575306145
region_america_norte,2012-04-01,train,34347.81707520896
region_america_norte,2012-05-01,train,32340.899043989753
region_america_norte,2012-06-01,train,46108.72045709654
region_america_norte,2012-07-01,train,52488.44079197266
region_america_norte,2012-08-01,train,34261.910470307645
region_america_norte,2012-09-01,train,25049.86726162883
region_america_norte,2012-10-01,train,30033.3783682761
region_america_norte,2012-11-01,train,34753.761583425694
region_america_norte,2012-12-01,train,50497.55674248289
region_america_norte,2013-01-01,train,36342.95611943795
region_america_norte,2013-02-01,train,35378.61929500824
region_america_norte,2013-03-01,train,50680.1392725129
region_america_norte,2013-04-01,train,33933.729338032346
region_america_norte,2013-05-01,train,33675.4520809454
region_america_norte,2013-06-01,train,49276.65005487481
region_america_norte,2013-07-01,train,54852.25834770249
region_america_norte,2013-08-01,train,37092.379982278406
region_america_norte,2013-09-01,train,24513.825463389963
region_america_norte,2013-10-01,train,30397.4023209579
region_america_norte,2013-11-01,train,34869.96200824615
region_america_norte,2013-12-01,train,51340.45772465891
region_america_norte,2014-01-01,train,41127.227811726334
region_america_norte,2014-02-01,train,37720.0546607188
region_america_norte,2014-03-01,train,48389.224521172524
region_america_norte,2014-04-01,train,43212.69482263157
region_america_norte,2014-05-01,train,36616.32609329061
region_america_norte,2014-06-01,train,49299.47133819226
region_america_norte,2014-07-01,train,53891.748906113266
region_america_norte,2014-08-01,train,39134.95312940939
region_america_norte,2014-09-01,train,26058.688701117357
region_america_norte,2014-10-01,train,32218.109482390017
region_america_norte,2014-11-01,train,36831.06813600278
region_america_norte,2014-12-01,train,53132.544543470445
region_america_norte,2015-01-01,train,41163.161903264365
region_america_norte,2015-02-01,train,40762.951968060894
region_america_norte,2015-03-01,train,52359.75948309433
region_america_norte,2015-04-01,train,40574.072309488976
region_america_norte,2015-05-01,train,38338.66690576121
region_america_norte,2015-06-01,train,53259.244349369605
region_america_norte,2015-07-01,train,55031.504836900924
region_america_norte,2015-08-01,train,40773.39426934888
region_america_norte,2015-09-01,train,28826.858661593367
region_america_norte,2015-10-01,train,35099.496988287094
region_america_norte,2015-11-01,train,40229.31899892471
region_america_norte,2015-12-01,train,56265.581523951
region_america_norte,2016-01-01,train,42564.51382478961
region_america_norte,2016-02-01,train,41660.85164608057
region_america_norte,2016-03-01,train,56246.885982669715
region_america_norte,2016-04-01,train,34139.55416962172
region_america_norte,2016-05-01,train,36422.958814738806
region_america_norte,2016-06-01,train,50353.07142697131
region_america_norte,2016-07-01,train,57301.836403293935
region_america_norte,2016-08-01,train,37053.37071704102
region_america_norte,2016-09-01,train,25812.897222970292
region_america_norte,2016-10-01,train,33765.187990926475
region_america_norte,2016-11-01,train,35331.32504180851
region_america_norte,2016-12-01,train,40939.52816903266
region_america_norte,2017-01-01,train,35958.0594554757
region_america_norte,2017-02-01,train,40764.34532734305
region_america_norte,2017-03-01,train,48536.34855180859
region_america_norte,2017-04-01,train,44296.686508325016
region_america_norte,2017-05-01,train,34824.89388502458
region_america_norte,2017-06-01,train,52114.105624126765
region_america_norte,2017-07-01,train,62265.321436585386
region_america_norte,2017-08-01,train,40281.477990801424
region_america_norte,2017-09-01,train,28514.537579931428
region_america_norte,2017-10-01,train,37063.30387534907
region_america_norte,2017-11-01,train,40241.03651914181
region_america_norte,2017-12-01,train,56120.835855469835
region_america_norte,2018-01-01,train,45420.92776769754
region_america_norte,2018-02-01,train,41350.9147907607
region_america_norte,2018-03-01,train,58272.6265710873
region_america_norte,2018-04-01,train,41174.77879382227
region_america_norte,2018-05-01,train,40062.185485086746
region_america_norte,2018-06-01,train,58332.449940271144
region_america_norte,2018-07-01,train,63754.189994301414
region_america_norte,2018-08-01,train,46511.95113503041
region_america_norte,2018-09-01,train,31230.721450206787
region_america_norte,2018-10-01,train,40830.30135561978
region_america_norte,2018-11-01,train,47376.27446204648
region_america_norte,2018-12-01,train,65049.604659914854
region_america_norte,2019-01-01,train,47828.00000000001
region_america_norte,2019-02-01,train,45015.99999999999
region_america_norte,2019-03-01,train,55370.0
region_america_norte,2019-04-01,train,48777.99999999985
region_america_norte,2019-05-01,train,43339.00000000024
region_america_norte,2019-06-01,train,61958.00000000015
region_america_norte,2019-07-01,train,66272.0
region_america_norte,2019-08-01,train,48254.00000000019
region_america_norte,2019-09-01,train,32571.000000000084
region_america_norte,2019-10-01,train,41435.0
region_america_norte,2019-11-01,train,47094.99999999975
region_america_norte,2019-12-01,train,64640.999999999935
region_america_norte,2020-01-01,train,51644.0
region_america_norte,2020-02-01,train,51210.0
region_america_norte,2020-03-01,train,23675.0
region_america_norte,2020-04-01,train,0.0
region_america_norte,2020-05-01,train,0.0
region_america_norte,2020-06-01,train,0.0
region_america_norte,2020-07-01,train,0.0
region_america_norte,2020-08-01,train,0.0
region_america_norte,2020-09-01,train,1144.0
region_america_norte,2020-10-01,train,1831.278443106
region_america_norte,2020-11-01,train,12742.0
region_america_norte,2020-12-01,train,13549.0
region_america_norte,2021-01-01,train,13870.0
region_america_norte,2021-02-01,train,7313.0
region_america_norte,2021-03-01,train,25250.0
region_america_norte,2021-04-01,test,17564.0
region_america_norte,2021-05-01,test,19349.0
region_america_norte,2021-06-01,test,28504.0
region_america_norte,2021-07-01,test,26905.0
region_america_norte,2021-08-01,test,15939.0
region_america_norte,2021-09-01,test,13003.0
region_america_norte,2021-10-01,test,16873.0
region_america_norte,2021-11-01,test,22724.0
region_america_norte,2021-12-01,test,57595.0
region_america_norte,2022-01-01,test,31451.0
region_america_norte,2022-02-01,test,31340.0
region_america_norte,2022-03-01,test,44999.0
region_america_norte,2022-04-01,test,48861.0
region_america_norte,2022-05-01,test,45596.0
region_america_norte,2022-06-01,test,56586.0
region_america_norte,2022-07-01,test,54309.0
region_america_norte,2022-08-01,test,42553.0
region_america_norte,2022-09-01,test,33194.0
region_america_norte,2022-10-01,test,40404.0
region_america_norte,2022-11-01,test,41749.0
region_america_norte,2022-12-01,test,62274.0
region_america_norte,2023-01-01,test,52108.60115686782
region_america_norte,2023-02-01,test,51865.9519356297
region_america_norte,2023-03-01,test,66572.55963862414
region_america_norte,2023-04-01,test,55382.23160902609
region_america_norte,2023-05-01,test,51272.85906832217
region_america_norte,2023-06-01,test,68588.03777387677
region_america_norte,2023-07-01,test,70692.99262371616
region_america_norte,2023-08-01,test,55583.138067283595
region_america_norte,2023-09-01,test,41730.119457500514
region_america_norte,2023-10-01,test,35869.926806526804
region_america_norte,2023-11-01,test,54451.45000323226
region_america_norte,2023-12-01,test,79127.06209514003
region_america_norte,2024-01-01,test,63914.014986960305
region_america_norte,2024-02-01,test,69065.90921193836
region_america_norte,2024-03-01,test,81207.71720844385
region_america_norte,2024-04-01,test,60460.321312080916
region_america_norte,2024-05-01,test,61292.18036441695
region_america_norte,2024-06-01,test,82320.16713048855
region_america_norte,2024-07-01,test,82205.10073409877
region_america_norte,2024-08-01,test,61032.010210578876
region_america_norte,2024-09-01,test,41562.9957955142
region_america_norte,2024-10-01,test,50582.22449190525
region_america_norte,2024-11-01,test,63735.577115699765
region_america_norte,2024-12-01,test,87399.59165771572
